25,"""Агро ин 2008""",Д-57,04.2.2011,"4,800",гориво,РУП Луковит
26,"ЕТ ""Светлина""",Д-59,08.2.2011,"2,000",гориво,РУП Ловеч
27,ОКР.ПРОКУРАТУРА ЛОВЕЧ,Д-63,09.2.2011,"41,337",Компютър,ОДМВР Ловеч
28,"""Юнимийд комерс"" ООД",Д-71,10.2.2011,"14,117",гориво,РУП Ябланица
29,"""Йоана-89"" ЕООД",Д-69,10.2.2011,"35,842",гориво,РУП Троян
30,"""Троянефт"" ООД",Д-67,10.2.2011,"15,000",гориво,РСПБЗН Троян
31,"""Феникс инверс"" ООД",Д-75,16.2.2011,"1 000,00",Стр.м-ли,С-Р ПП КАТ Ловеч
32,"""Есмол секюрити СОТ"" ЕООД",Д-77,17.2.2011,"35,000",гориво,РУП Тетевен
33,В.К.К.,Д-89,02.3.2011,"3,876",Канц.м-ли,ОД МВР Ловеч
34,"""Елма - 13"" ООД",Д-93,21.3.2011,"4,720",гориво,РУП Троян
35,"""Речно 2002"" ООД",Д-97,22.3.2011,"17,010",гориво,РУП Ябланица
36,"ЕТ ""Цанко Мичев""",Д-99,24.3.2011,"23,600",гориво,РУП Троян
37,"""Сирс-Стоянова"" ООД",Д-101,25.3.2011,"10,576",гориво,РУП Ловеч



38,"""Седимент - приват"" ЕАД",Д-103,28.3.2011,"49,820",гориво,РУП Луковит
39,"""Клеърс"" ООД",Д-107,31.3.2011,"30,000",Канц.м-ли,ОД МВР Ловеч
40,"""Сталит"" ЕООД",Д-111,07.4.2011,"10,000",Канц.м-ли,РУП Ловеч
41,"ЕТ ""Салимет-Сали Мехмед""",Д-115,13.4.2011,"15,001",гориво,ПУ Априлци
42,"""Златна панега цимент"" АД",Д-117,13.4.2011,"11,000",Рез.части,РУП Ябланица
43,"""Ибрямов"" ООД",Д-119,14.4.2011,"21,000",гориво,РУП Троян
44,"""Универсал строй"" ООД",Д-121,15.4.2011,"8,360",гориво,РУП Троян
45,"Кооперация ""Съгласие""",Д-123,19.4.2011,"21,960",гориво,РУП Ловеч
46,ОБЩИНА ГР.ЛУКОВИТ,Д-125,02.5.2011,"1 300,00",Стр.м-ли,РУП Луковит
47,"""Универсал строй"" ООД",Д-127,02.5.2011,"27,790",Материали,ОД МВР Ловеч
48,"""Врамед"" АД",Д-129,03.5.2011,"58,000",Авт.гуми,С-Р БОП
49,Български колоездачен съюз,Д-131,16.5.2011,"7,320",гориво,РУП Троян
50,"Мотоклуб ""Камикадзе""",Д-133,18.5.2011,"39,040",гориво,ПУ Летница
51,"""Скорпит"" ЕООД",Д-137,06.6.2011,"39,000",Канц.м-ли,РУП Троян
52,"""Ангелов"" ЕООД",Д-139,16.6.2011,"5,000",Материали,РУП Троян
53,"""ВС Метал къмпани""",Д-143,21.6.2011,"7,260",гориво,С-Р СОД
54,"""Банка ДСК"" АД",Д-1983,24.6.2011,"40,000",Климатици,РУП Тетевен
55,Н.М.Ц.,Д-145,28.6.2011,"10,000","Необорудвано
купе за автомобил",С-Р ПП КАТ Ловеч

1,ОБЩИНА ГЕОРГИ ДАМЯНОВО,1394,17.1.2011,"15,002",ГСМ,РУП Монтана
2,ОБЩИНА ГЕОРГИ ДАМЯНОВО,2514,22.1.2011,"15,361",ГСМ,РУП Монтана
3,"""Агро сантия"" ЕООД",2855,01.2.2011,"11,950",ГСМ,РУП Монтана
4,"""Студио Джи"" ООД",3380,08.2.2011,"40,000",ГСМ,РУП Берковица
5,ОБЩИНА ГЕОРГИ ДАМЯНОВО,3640,11.2.2011,"15,003",ГСМ,РУП Монтана
6,"""Лидл България"" ЕООД енд Ко",3642,11.2.2011,"50,000",канц. мат/ли,РУП Монтана
7,ОБЩИНА ГЕОРГИ ДАМЯНОВО,4535,23.2.2011,"14,993",ГСМ,РУП Монтана
8,"""Монбат"" АД",4807,25.2.2011,"79,000","принтер,
кабели",РУП Монтана
9,"""Агро сантия"" ЕООД",5919,10.3.2011,"12,500",ГСМ,РУП Монтана



10,С.Д.З.,6429,14.3.2011,"27,900",лазер. устр/во,РУП Монтана
11,Л.Х.К.,6430,14.3.2011,"14,000",кафе машина,РУП Монтана
12,"ЕТ ""Мото макс-Аврам Василев""",6431,14.3.2011,"20,999",батерии,РУП Монтана
13,"""И енд Д дизайн"" ЕООД",6599,16.3.2011,"6,000",унищ.устр/во,КИАД ОДМВР
14,ОБЩИНА ГЕОРГИ ДАМЯНОВО,6942,18.3.2011,"15,002",ГСМ,РУП Монтана
15,ОБЩИНА ГЕОРГИ ДАМЯНОВО,7513,23.3.2011,"15,000",ГСМ,РУП Монтана
16,П.И.П.,7514,23.3.2011,"15,060",ГСМ,РУП Монтана
17,"""Емко"" ЕООД",8057,29.3.2011,"8,040",ел.материали,ОДМВР
18,ОБЩИНА ГЕОРГИ ДАМЯНОВО,9568,14.4.2011,"14,985",ГСМ,РУП Монтана
19,Р.Й.С.,11296,04.5.2011,"10,000",ГСМ,РУП Монтана
20,"""Гала инвест холдинг"" АД",11131,05.5.2011,"30,000","парични
средства",ОДМВР
21,"""БКК-95"" ООД",11132,05.5.2011,"50,000","парични
средства",ОДМВР
22,"""Монбат"" АД",11133,05.5.2011,"1 000,00","парични
средства",ОДМВР
23,"""Кремпласт"" ООД",11134,05.5.2011,"20,000","парични
средства",ОДМВР
24,ОБЩИНА ГЕОРГИ ДАМЯНОВО,11445,10.5.2011,"12,450",ГСМ,РУП Монтана
25,ОБЩИНА ГЕОРГИ ДАМЯНОВО,11449,10.5.2011,"15,000",ГСМ,РУП Монтана
26,"ФК ""Монтана-1921""",11612,11.5.2011,"40,000",канц. мат/ли,РУП Монтана
27,"""Агромонт"" ЕООД",13079,31.5.2011,"50,000",канц. мат/ли,РУП Монтана
28,ОБЩИНА ГЕОРГИ ДАМЯНОВО,13730,06.6.2011,"15,000",ГСМ,РУП Монтана
29,Кметство с.Габровница,13923,08.6.2011,"11,500","ГСМ,кан.м/ли",РУП Монтана
30,Кметство с.Белотинци,13924,08.6.2011,"20,000",ГСМ,РУП Монтана
31,"ЕТ ""Хр.Тачев""",13922,08.6.2011,"3 299,20","компютърна
конфигурация, канц. имущество",РУП Вършец
32,"""Студио Джи"" ООД",14206,13.6.2011,"20,000",канц. м/ли,РУП Берковица
33,ОБЩИНА ГЕОРГИ ДАМЯНОВО,14638,16.6.2011,"15,011",ГСМ,РУП Монтана




1,"""Дикома"" ЕООД",Д-55,02.3.2007,"1 420,90",бензин,РУП-Пазарджик
2,"""Вълеви"" ЕООД",Д-78,28.3.2008,"28,700",бензин,РУП-Пазарджик
3,"""Булфест"" ООД",Д-79,28.3.2008,"42,960",бензин,РУП-Пазарджик
4,"ЕТ ""Александър Клисурски""",Д-80,28.3.2008,"28,540",бензин,РУП-Пазарджик
5,"""Дикома"" ЕООД",Д-61,07.4.2008,"80,680",бензин,"ОДМВР-Пазарджик-Сектор ""ПП"""
6,"""Биовет"" АД",Анекс № 26525,26.6.2008,"2 158,86",бензин,"ОДМВР-Пазарджик-Сектор ""ПИП"""
7,"ЕТ ""Марин Рачев-менсъл""",Д-60,01.4.2009,"63,775",бензин,"ОДМВР-Пазарджик-Сектор ""ПП"""
8,ОБЩИНА РАКИТОВО,Д-55,01.4.2009,"71,550",бензин,РУП-Велинград
9,ДЛС РАКИТОВО,Д-57,03.4.2009,"28,620",бензин,РУП-Велинград
10,"""ЛМ"" ЕООД",Д-75,01.6.2009,"1 162,00",бензин,"ОДМВР-Пазарджик-Сектор ""ПП"""
11,"""Еко хидро 90"" ООД",Д-103,16.9.2009,"75,000",бензин,РУП-Пазарджик
12,"""Заводси строежи ПС"" АД",Д-111,28.9.2009,"1 425,53",бензин,РУП-Пазарджик
13,Х.Д.П.,Д-119,23.10.2009,"57,240",бензин,РУП-Велинград
14,"""Калипсо"" ЕООД",Д-122,10.11.2009,"31,003",бензин,РУП-Пазарджик
15,"""Пимо СВ"" ООД",Д-128,07.12.2009,"56,890",бензин,РУП-Пазарджик
16,"""Вагоноремонтен завод 99"" АД",Д-30,04.2.2010,"1 436,00",бензин,РУП-Септември
17,"""ВКВТ"" ЕООД",Д-76,03.6.2010,"35,820",бензин,РУП-Велинград
18,"ЕТ ""Бялата вода""",Д-78,03.6.2010,"31,080",бензин,РУП-Велинград
19,"ЕТ ""Мираж-Мария Баева""",Д-81,12.7.2010,"28,620",бензин,РУП-Велинград
20,"""Орфей клуб уелнес"" АД",Д-84,13.7.2010,"57,240",бензин,РУП-Велинград
21,"""Тед ойл - 77"" ЕООД",Д-86,20.7.2010,"42,930",бензин,РУП-Велинград
22,ОБЩИНА ПАНАГЮРИЩЕ,Д-87,21.7.2010,"1 437,00",бензин,РУП-Панагюрище
23,"""Булгарцвет-Велинград"" ООД",Д-88,21.7.2010,"57,240",бензин,РУП-Велинград
24,"""Сигма-ойл"" ЕООД",Д-89,26.7.2010,"42,930",бензин,РУП-Велинград
25,"""Орика мед България"" АД",Д-91,01.9.2010,"4 311,00",бензин,РУП-Панагюрище
26,"""Тед ойл - 77"" ЕООД",Д-95,02.9.2010,"42,930",бензин,РУП-Велинград
27,"""Етон"" АД",Д-96,03.9.2010,"57,240",бензин,РУП-Велинград
28,"""Тед ойл - 77"" ЕООД",Д-97,17.9.2010,"28,620",бензин,РУП-Велинград
29,"""Вели авто"" ООД",Д-98,11.10.2010,"71,550",бензин,РУП-Велинград



30,"""Сигма-ойл"" ЕООД",Д-100,12.10.2010,"85,860",бензин,РУП-Велинград
31,"""Лагуна-травел"" ООД",Д-101,12.10.2010,"42,930",бензин,РУП-Велинград
32,"""Оптикс"" АД",Д-102,18.10.2010,"2 386,00",бензин,РУП-Панагюрище
33,"""Роботика"" ООД",Д-104,26.10.2010,"28,620",бензин,РУП-Велинград
34,"ЕТ ""Цвета-Цветанка Холянова""",Д-105,27.10.2010,"28,620",бензин,РУП-Велинград
35,"ЕТ ""Ангел Станков""",Д-106,27.10.2010,"21,465",бензин,РУП-Велинград
36,"""Палисандър"" ООД",Д-108,27.10.2010,"21,465",бензин,РУП-Велинград
37,"""Ковекс"" ООД",Д-114,25.11.2010,"86,220",бензин,РУП-Панагюрище
38,"""Сигма-ойл"" ЕООД",Д-118,01.12.2010,"28,620",бензин,РУП-Велинград
39,ВИК ЕООД,Д-1,03.1.2011,"28,448",бензин,РУП-Пазарджик
40,"""Винпром Пещера"" ООД",Д-4,06.1.2011,"2 284,80",бензин,РУП-Пещера
41,"""Биовет"" АД",Д-5,06.1.2011,"4 222,60",бензин,РУП-Пещера
42,"ЕТ ""Нике-Е""",Д-6,10.1.2011,"42,537",бензин,РУП-Пазарджик
43,"ЗК ""Азмака""",Д-7,10.1.2011,"42,943",бензин,РУП-Пазарджик
44,"""Стови"" ЕООД",Д-8,17.1.2011,"28,695",бензин,РУП-Пазарджик
45,"""Фулмакс""",Д-9,19.1.2011,"30,162",бензин,РУП-Пазарджик
46,"""Кристина 2008"" ООД",Д-10,19.1.2011,"28,368",бензин,РУП-Пазарджик
47,"""Агрофарм"" ООД",Д-12,20.1.2011,"28,568",бензин,РУП-Пазарджик
48,"""Ромпетрол България"" АД",Д-13,21.1.2011,"23,988",бензин,РУП-Пазарджик
49,"""Хермес ойл"" ООД",Д-14,21.1.2011,"30,000",бензин,РУП-Пазарджик
50,"""Екоконс"" ЕООД",Д-15,24.1.2011,"56,972",бензин,РУП-Пазарджик
51,"""Ди Ти Ай"" ООД",Д-16,24.1.2011,"1 434,60",бензин,РУП-Пазарджик
52,Н.И.Р.,Д-24,25.1.2011,"36,900",климатик,РУП-Септември
53,"""Велас-В"" ООД",Д-17,26.1.2011,"2 160,00",бензин,РУП-Септември
54,"""Раян газ"" ЕООД",Д-18,26.1.2011,"4 320,00",бензин,РУП-Септември
55,"""Бултес"" ООД",Д-19,26.1.2011,"1 440,00",бензин,РУП-Септември
56,ВИК ЕООД,Д-20,26.1.2011,"57,600",бензин,РУП-Септември
57,"""Дикома"" ЕООД",Д-21,26.1.2011,"72,000",бензин,РУП-Септември
58,"ЕТ ""Марин Рачев-менсъл""",Д-22,26.1.2011,"1 431,50",бензин,РУП-Пазарджик
59,ОКРЪЖЕН СЪД ПАЗАРДЖИК,Д-23,27.1.2011,"56,644",компютър,РУП-Пазарджик
60,И.П.К.,Д-25,01.2.2011,"30,002",канцеларски,РУП-Септември



61,"""Крелия Кадьова - 52"" ЕООД",Д-26,02.2.2011,"42,930",бензин,РУП-Велинград
62,"ЕТ      ""Еленка      Йорданова-Антоний
Иванов""",Д-27,02.2.2011,"35,775",бензин,РУП-Велинград
63,"""Клип щанц"" ООД",Д-28,03.2.2011,"1 437,00",бензин,РУП-Панагюрище
64,"""Автотранс І"" ООД",Д-29,03.2.2011,"59,650",бензин,РУП-Панагюрище
65,"""Ектрон"" АД",Д-30,03.2.2011,"76,800",газ,РУП-Панагюрище
66,"""Еверт-лак"" ЕООД",Д-31,03.2.2011,"71,850",бензин,РУП-Панагюрище
67,"""Фейзал"" ЕООД",Д-32,04.2.2011,"28,620",бензин,РУП-Велинград
68,"""Интер-д"" ООД",Д-33,04.2.2011,"19,200",бензин,РУП-Пещера ПУ-Брацигово
69,"""Керамит"" ЕООД",Д-34,04.2.2011,"28,800",бензин,РУП-Пещера ПУ-Брацигово
70,"""Инфрастрой"" ЕООД",Д-35,04.2.2011,"16,680",бензин,РУП-Пещера ПУ-Брацигово
71,"""Спектър керамик"" ООД",Д-36,04.2.2011,"24,000",бензин,РУП-Пещера ПУ-Брацигово
72,"""Конфекция Пе-Се-Ес"" ЕООД",Д-37,04.2.2011,"24,480",бензин,РУП-Пещера ПУ-Брацигово
73,"""Бютихом"" ООД",Д-38,04.2.2011,"28,800",бензин,РУП-Пещера ПУ-Брацигово
74,"""Фида"" АД",Д-39,04.2.2011,"36,000",бензин,РУП-Пещера ПУ-Брацигово
75,"ЕТ ""Ангел Чопев""",Д-40,09.2.2011,"28,620",бензин,РУП-Велинград
76,"""Европа транс"" ЕООД",Д-41,10.2.2011,"28,530",бензин,РУП-Пазарджик
77,"""Дуропак-тракия-папир"" АД",Д-42,10.2.2011,"71,540",бензин,РУП-Пазарджик
78,"ДГС ""ЧЕХЛЬОВО"" ВЕЛИНГРАД",Д-46,28.2.2011,"42,930",бензин,РУП-Велинград
79,"""Метал ленд"" ООД",Д-47,01.3.2011,"60,000",телевизор,РУП-Пазарджик
80,"""Равногор"" ООД",Д-48,31.3.2011,"9,600",бензин,РУП-Пещера ПУ-Брацигово
81,"""Заря-2000"" АД",Д-49,31.3.2011,"77,600",газ,РУП-Септември
82,"ЕТ ""Радаил-Деян Димов""",Д-50,01.4.2011,"21,330",бензин,РУП-Велинград
83,"""Транс Тупаров"" ЕООД",Д-51,05.4.2011,"21,330",бензин,РУП-Велинград
84,"""Гърбев-08"" ЕООД",Д-52,05.4.2011,"21,330",бензин,РУП-Велинград
85,"""Ди Ти Ай"" ООД",Д-53,29.4.2011,"30,000",парични ср-ва,Спортен отбор по футбол
86,"""Агрофарм"" ООД",Д-54,29.4.2011,"30,000",парични ср-ва,Спортен отбор по футбол
87,"ЕТ ""Весела лукс-Веселка Илиева""",Д-55,29.4.2011,"30,000",парични ср-ва,Спортен отбор по футбол
88,"""Марица олио"" АД",Д-56,29.4.2011,"50,000",парични ср-ва,Спортен отбор по футбол
89,"""Нелас моторс"" ООД",Д-57,29.4.2011,"10,000",парични ср-ва,Спортен отбор по футбол
90,"""Ер Ем трейд"" АД",Д-58,29.4.2011,"27,000",парични ср-ва,Спортен отбор по футбол



91,"""Ейч Ди Ти груп"" ООД",Д-59,09.5.2011,"1 650,00",компютри,РУП-Пазарджик
92,"""Ромеда билд"" ЕООД",Д-60,09.5.2011,"10,000",парични ср-ва,Спортен отбор по футбол
93,"""Яв Го"" ЕООД",Д-61,09.5.2011,"25,000",парични ср-ва,Спортен отбор по футбол
94,"""Фойерверкс"" ЕООД",Д-62,09.5.2011,"20,000",парични ср-ва,Спортен отбор по футбол
95,"""Градус-1"" ООД",Д-63,09.5.2011,"70,000",парични ср-ва,Спортен отбор по футбол
96,"""Оптикс"" АД",Д-64,09.5.2011,"25,000",парични ср-ва,Спортен отбор по футбол
97,"ЕТ ""Атанас Янакиев-66""",Д-65,09.5.2011,"20,000",парични ср-ва,Спортен отбор по футбол
98,"""Сконто"" ООД",Д-66,09.5.2011,"20,000",парични ср-ва,Спортен отбор по футбол
99,"""САТ 1977"" ООД",Д-67,25.5.2011,"60,000",компютри,РУП-Пазарджик
100,"""Дуропак Тракия"" АД",Д-68,01.6.2011,"1 566,00",компютри,"ОДМВР-Пазарджик Сектор ""ПИП"""
101,ДГС ГРАД БЕЛОВО,Д-74,01.6.2011,"12,000",бензин,РУП-Септември

1,"""Рекоул""",530,08.1.2010,"1 393,27",бензин,Първо РУП Перник
2,"""Рапидгруп"" ЕООД",4833,05.5.2010,"69,500",бензин,РУП Радомир
3,РПК-Трън,10395,09.6.2010,"15,622",бензин,РУП Трън
4,"""Рекоул""",22032,14.12.2010,"2 410,48",гсм,Първо РУП Перник
5,"""Телеком бизнес солюшън""",2289,04.2.2011,"18,000","телефонни
апарати",ОДМВР Перник
6,"""БМВ"" ЕООД",3642,25.2.2011,"4 644,70","персонални
компютри","ОДМВР Перник, сектор Пътна
полиция"
7,"""БМВ"" ЕООД",5382,17.3.2011,"3 094,00",каси метални,ОДМВР Перник
8,"""СД-Тони-Трън-Николов сие""",6234,25.3.2011,"1 102,81",гсм,РУП Трън
9,"Полицейско    синдикално    дружество
Перник",7140,06.4.2011,"19,000",телевизор,ОДМВР Перник
10,"""Рапидгруп"" ЕООД",4801,21.4.2011,"75,960",бензин,РУП Радомир

1,"""Мелница Левски"" ОДД",6061,23.3.2000,"73,800",бензин,РУП - Левски
2,Община  гр.Левски,6753,04.4.2000,"1 919,00",бензин,РУП - Левски
3,"""Оранжерии Гимел"" ЕООД",8013,25.4.2000,"73,800",бензин,РУП - Левски
4,"""Есмос"" АД",11241,28.2.2006,"73,800",бензин,РУП - Левски
5,"""Инетермес"" ООД",437,05.1.2011,"10,000",бензин,Пътна Полиция



6,"""Пауер инженеринг"" ЕООД",ППР-160,10.1.2011,"20,000",бензин,Пътна Полиция
7,"""Вап продакшън"" ЕООД",1862,16.1.2011,"30,000",бензин,Първо РУП - Плевен
8,"""ВИК"" ЕООД",1867,16.1.2011,"10,000",бензин,РУП - Пордим
9,"""Атлантик-ко"" ЕООД",1849,16.1.2011,"8,920",бензин,РУП - Пордим
10,"""Секюрити-бг България груп"" ООД",1847,16.1.2011,"9,000",бензин,РУП - Пордим
11,"""Анна 2003"" ООД",1845,16.1.2011,"5,000",бензин,РУП - Пордим
12,"ЗКПУ ""Напредък""",1851,16.1.2011,"11,250",бензин,РУП - Пордим
13,"ЗКПУ ""Дрен""",1850,16.1.2011,"22,500",бензин,РУП - Пордим
14,"""ТМТ-Елком"" ООД",ППР-458,16.1.2011,"10,721","електроматериа
ли",Пътна Полиция - ОДМВР Плевен
15,"""Рубин"" ООД",2481,20.1.2011,"20,240",бензин,Второ РУП - Плевен
16,"""Бардгруп"" ЕООД",2483,20.1.2011,"31,900",бензин,Второ РУП - Плевен
17,"""Кайлъка ресурс"" АД",2484,20.1.2011,"22,100",бензин,Второ РУП - Плевен
18,"""Кайлъка ресурс"" АД",2485,20.1.2011,"21,400",бензин,Второ РУП - Плевен
19,"ПК ""Мобиле мобилес""",2487,20.1.2011,"10,800",бензин,Второ РУП - Плевен
20,"""Бардгруп"" ЕООД",2489,20.1.2011,"32,250",бензин,Второ РУП - Плевен
21,"""Бардгруп"" ЕООД",2493,20.1.2011,"32,850",бензин,Второ РУП - Плевен
22,"""Плевен БТ"" АД",2495,20.1.2011,"19,890",бензин,Второ РУП - Плевен
23,"""Керчев и синове"" ООД",2829,22.1.2011,"13,740",бензин,РУП - Пордим
24,"""ВИК"" ЕООД",7051,24.1.2011,"10,000",бензин,РУП - Левски
25,И.Х.Й.,3075,25.1.2011,"4,999","Акумулаторна
бормашина
/винтоверт/",сектор СОД-ОДМВР - Плевен
26,"""Пантера"" ООД",3084,25.1.2011,"40,000","ПВЦ дограма
със стъклопакет",РУП - Кнежа
27,"""Винарска къща Мизия"" АД",4593,04.2.2011,"95,440",бензин,РУП - Долна Митрополия
28,"""ВАП хидро"" ЕООД",4515,04.2.2011,"30,000",бензин,Първо РУП - гр. Плевен
29,"""ВИК"" ЕООД",4750,07.2.2011,"12,000",бензин,Първо РУП - гр. Плевен
30,"ЧЗППК ""Изгрев""",4756,07.2.2011,"55,440",бензин,РУП - Кнежа
31,"""Пауер инженеринг"" ЕООД",4744,07.2.2011,"14,160",бензин,Второ РУП - гр. Плевен
32,"""АС-ДС"" ООД",4778,07.2.2011,"7,000",бензин,РУП - Никопол



33,"""Йоана"" ЕООД",4751,07.2.2011,"34,800",бензин,РУП - Гулянци
34,"ЗКПУ ""Дрен""",4755,07.2.2011,"11,750",бензин,РУП - Пордим
35,"""ВИК"" ЕООД",4749,07.2.2011,"10,000",бензин,РУП - Пордим
36,"ЧПТК ""Марен""",4761,07.2.2011,"10,000",бензин,РУП - Никопол
37,"""Ронал"" ЕООД",4746,07.2.2011,"20,000",бензин,РУП - Червен Бряг
38,"""Винпром Плевен"" ЕАД",4747,07.2.2011,"11,899",бензин,Първо РУП - Плевен
39,"""ВИК"" ЕООД",4767,07.2.2011,"22,000",бензин,Пътна Полиция - ОДМВР Плевен
40,"РПК ""Наркооп""",4777,07.2.2011,"9,001",бензин,РУП - Никопол
41,"""Звезда"" АД",4752,07.2.2011,"1 499,40",бензин,РУП - Долна Митрополия
42,"""Феникс норд""",4759,07.2.2011,"20,000",бензин,РУП - Долна Митрополия
43,"""Агро сантино"" ЕООД",4745,07.2.2011,"16,401",бензин,РУП - Пордим
44,"""ВИК"" ЕООД",4766,07.2.2011,"11,350",бензин,РУП - Д.Дъбник
45,"""ВИК"" ЕООД",5019,09.2.2011,"10,000",бензин,РУП - Левски
46,"""ВИК"" ЕООД",5022,09.2.2011,"10,000",бензин,РУП - Долна Митрополия
47,"""Стронг Ес"" ООД",5442,11.2.2011,"36,000","канцеларски
материали",ОДМВР - Плевен
48,"""ВИК"" ЕООД",5438,14.2.2011,"9,260",бензин,РУП - Пордим
49,"""Винпром Плевен"" ЕАД",6127,17.2.2011,"12,486",бензин,Първо  РУП - Плевен
50,"""Агро сантино"" ЕООД",6134,17.2.2011,"16,502",бензин,РУП - Пордим
51,"""Дендрит пластика"" ООД",7019,24.2.2011,"30,000",бензин,РУП - Червен Бряг
52,"ЕТ ""Елма-ПП Цолов""",7027,24.2.2011,"11,800",бензин,РУП - Червен Бряг
53,"""Агротекс - НД"" ООД",7030,24.2.2011,"70,800",бензин,РУП - Червен Бряг
54,"""Интермес"" ООД",7050,24.2.2011,"11,200",бензин,Второ РУП - Плевен
55,"""Интермес"" ООД",7047,24.2.2011,"11,650",бензин,Второ РУП - Плевен
56,"""Интермес"" ООД",7043,24.2.2011,"20,000",бензин,Пътна Полиция - Плевен
57,В.К.Г.,7041,24.2.2011,"20,000","компютърна
конфигурация с монитор",Второ РУП - Плевен
58,"""Пауер инженеринг"" ЕООД",7049,24.2.2011,"13,980",бензин,Второ РУП - Плевен
59,"""Пауер инженеринг"" ЕООД",7042,24.2.2011,"21,200",бензин,Пътна Полиция - Плевен
60,"""Кайлъка ресурс"" АД",7048,24.2.2011,"22,900",бензин,Второ РУП - Плевен



61,"ЕТ ""ЕТА-Виолета Желева""",7031,24.2.2011,"60,000",бензин,РУП Червен бряг
62,"""Бетонекс"" ООД",7051,24.2.2011,"77,806",бензин,РУП Долна Митрополия
63,"""Керчев и синове"" ООД",7021,24.2.2011,"14,100",бензин,РУП - Пордим
64,"""МХ-фреш"" ЕООД",7023,24.2.2011,"8,000",бензин,РУП - Пордим
65,"""ВИК"" ЕООД",7503,01.3.2011,"10,000",бензин,РУП - Долна Митрополия
66,"ЗКПУ ""Напредък""",9403,17.3.2011,"11,800",бензин,РУП - Пордим
67,"""ВИК"" ЕООД",9410,17.3.2011,"10,000",бензин,РУП - Пордим
68,"ЗКПУ ""Дрен""",9406,17.3.2011,"12,100",бензин,РУП - Пордим
69,"""Атлантик-ко"" ЕООД",9388,17.3.2011,"9,880",бензин,РУП - Пордим
70,"""Дурум България 2006"" ООД",9391,17.3.2011,"26,900",принтер,РУП - Никопол
71,"""Пламси"" ООД",9396,17.3.2011,"10,000",бензин,РУП - Никопол
72,"ЗК ""Единство-94""",9389,17.3.2011,"10,000",бензин,РУП - Никопол
73,"""АС-ДС"" ООД",9397,17.3.2011,"5,000",бензин,РУП - Никопол
74,"ЗКПУ ""Асеново""",9393,17.3.2011,"15,000",бензин,РУП - Никопол
75,"ЗКПУ ""Плодородие""",9395,17.3.2011,"10,000",бензин,РУП - Никопол
76,"ЕТ ""Йоана-Георги Петров""",9387,17.3.2011,"28,320",бензин,РУП - Червен Бряг
77,"""ВИК"" ЕООД",9414,17.3.2011,"12,000",бензин,Първо РУП - Плевен
78,"ЧПТК ""Зора""",9385,17.3.2011,"10,000",бензин,Първо РУП - Плевен
79,Община Долни Дъбник,9400,17.3.2011,"1 470,00",бензин,РУП - Долни Дъбник
80,"""ВИК"" ЕООД",9412,17.3.2011,"22,000",бензин,"Сектор ""ПП"" Плевен"
81,"ЗП ""Алексадър Димашки""",9379,17.3.2011,"69,000",бензин,РУП - Долни Дъбник
82,"""Таси"" ООД",9378,17.3.2011,"70,910",бензин,РУП - Долни Дъбник
83,"ЕТ ""Георги Борисов-49""",9373,17.3.2011,"72,000",бензин,РУП - Долни Дъбник
84,"""ВИК"" ЕООД",9413,17.3.2011,"11,650",бензин,РУП - Д.Дъбник
85,"ЧПТК ""Марен""",9443,18.3.2011,"10,000",бензин,РУП - Никопол
86,"СПК ""Единство 2004""",9435,18.3.2011,"60,000",бензин,РУП - Долни Дъбник
87,"ЗКПУ ""Асеново""",9441,18.3.2011,"15,000",бензин,РУП - Никопол
88,"""ВАП хидро"" ЕООД",11532,28.3.2011,"30,000",бензин,Първо РУП - гр.Плевен
89,"""Агро сантино"" ЕООД",11524,28.3.2011,"18,001",бензин,РУП - Пордим
90,"""Атлантик-ко"" ЕООД",11447,28.3.2011,"9,560",бензин,РУП - Пордим
91,"""Керчев и синове"" ООД",11441,28.3.2011,"15,120",бензин,РУП - Пордим



92,"""Палфингер            продукционстехник
България "" ЕООД",11461,28.3.2011,"1 000,00",бензин,РУП - Червен Бряг
93,"""ВИК"" ЕООД",11459,28.3.2011,"10,000",бензин,РУП - Левски
94,"""Плевен БТ"" АД",11527,28.3.2011,"19,845",бензин,Второ РУП - Плевен
95,"""Дурум България 2006"" ООД",11513,28.3.2011,"13,100",бензин,РУП - Никопол
96,"ЧПТК ""Марен""",11534,28.3.2011,"15,000",бензин,РУП - Никопол
97,"ЕТ ""Христо Мунов""",11536,28.3.2011,"5,000",бензин,РУП - Никопол
98,"""Винпром Плевен"" ЕАД",11530,28.3.2011,"12,495",бензин,Първо РУП - Плевен
99,"""Пауер инженеринг"" ЕООД",12417,31.3.2011,"14,520",бензин,Второ РУП - Плевен
100,"СБАЛАГ ""Св.Марина"" ООД",12420,31.3.2011,"44,760","Климатична
сплит система","Сектор ""ПП"" отдел ""ОП"" - ОДМВР -
Плевен"
101,"ЗК ""Детелина""",12992,05.4.2011,"23,600",бензин,РУП - Левски
102,"""ВАП хидро"" ЕООД",12990,05.4.2011,"30,000",бензин,Първо РУП - Плевен
103,"""ВИК"" ЕООД",13254,07.4.2011,"12,050",бензин,РУП - Д.Дъбник
104,"""ВИК"" ЕООД",13250,07.4.2011,"12,000",бензин,Първо РУП - Плевен
